benchmark	vcnf_status	vcnf_time	vampire_status	vampire_time	cvc4_status	cvc4_time	z3_status	z3_time
UF_grasshopper_instantiated_rec_remove_check_free_19_4.smt2	Unsatisfiable	0.0249	Unsatisfiable	0.0216421	unsat	0.0187	0.0187	unsat	0.039914
UF_grasshopper_instantiated_rec_remove_check_heap_access_18_4.smt2	Unsatisfiable	0.0205	Unsatisfiable	0.0211899	unsat	0.0171	0.0171	unsat	0.040092
UF_grasshopper_instantiated_rec_remove_check_heap_access_23_4.smt2	Unsatisfiable	0.0196	Unsatisfiable	0.0195781	unsat	0.0172	0.0172	unsat	0.0392169
UF_grasshopper_instantiated_rec_remove_check_heap_access_25_4.smt2	Unsatisfiable	0.1821	Unsatisfiable	0.0499609	unsat	0.0723	0.0723	unsat	0.091476
UF_grasshopper_instantiated_rec_remove_postcondition_of_rec_remove_15_4.smt2	Unsatisfiable	0.0246	Unsatisfiable	0.0248279	unsat	0.0198	0.0198	unsat	0.0408591
UF_grasshopper_instantiated_rec_remove_postcondition_of_rec_remove_20_4.smt2	Unsatisfiable	0.0397	Unsatisfiable	0.0374449	unsat	0.0331	0.0331	unsat	0.0427299
UF_grasshopper_instantiated_rec_remove_postcondition_of_rec_remove_26_4.smt2	Unsatisfiable	0.4089	Unsatisfiable	2.22071	unsat	0.4385	0.4385	unsat	0.225003
UF_grasshopper_instantiated_rec_remove_postcondition_of_rec_remove_28_1.smt2	Unsatisfiable	0.0150	Unsatisfiable	0.018669	unsat	0.0095	0.0095	unsat	0.034811
UF_grasshopper_instantiated_rec_remove_precondition_of_rec_remove_24_10.smt2	Unsatisfiable	0.0294	Unsatisfiable	0.025408	unsat	0.0190	0.0190	unsat	0.0401781
UF_grasshopper_instantiated_rec_reverse_acc_check_heap_access_17_4.smt2	Unsatisfiable	0.0247	Unsatisfiable	0.022475	unsat	0.0204	0.0204	unsat	0.0402411
UF_grasshopper_instantiated_rec_reverse_acc_check_heap_access_18_4.smt2	Unsatisfiable	0.0223	Unsatisfiable	0.022918	unsat	0.0232	0.0232	unsat	0.040798
UF_grasshopper_instantiated_rec_reverse_acc_postcondition_of_rec_reverse_acc_14_4.smt2	Unsatisfiable	0.0283	Unsatisfiable	0.026715	unsat	0.0251	0.0251	unsat	0.0418891
UF_grasshopper_instantiated_rec_reverse_acc_postcondition_of_rec_reverse_acc_19_4.smt2	Unsatisfiable	3.0477	Unsatisfiable	2.95064	unsat	2.2474	2.2474	unsat	0.186937
UF_grasshopper_instantiated_rec_reverse_acc_postcondition_of_rec_reverse_acc_20_3.smt2	Unsatisfiable	0.0177	Unsatisfiable	0.0180919	unsat	0.0099	0.0099	unsat	0.0346351
UF_grasshopper_instantiated_rec_reverse_acc_precondition_of_rec_reverse_acc_19_11.smt2	Unsatisfiable	0.0899	Unsatisfiable	2.51328	unsat	0.1139	0.1139	unsat	0.0559331
UF_grasshopper_instantiated_rec_reverse_loop_check_heap_access_19_4.smt2	Unsatisfiable	0.0210	Unsatisfiable	0.0251471	unsat	0.0207	0.0207	unsat	0.0401331
UF_grasshopper_instantiated_rec_reverse_loop_check_heap_access_20_4.smt2	Unsatisfiable	0.0223	Unsatisfiable	0.022376	unsat	0.0243	0.0243	unsat	0.040717
UF_grasshopper_instantiated_rec_reverse_loop_postcondition_of_rec_reverse_loop_15_4.smt2	Unsatisfiable	0.0247	Unsatisfiable	0.0239009	unsat	0.0240	0.0240	unsat	0.042245
UF_grasshopper_instantiated_rec_reverse_loop_postcondition_of_rec_reverse_loop_21_4.smt2	Unsatisfiable	3.0767	Unsatisfiable	3.07176	unsat	1.6099	1.6099	unsat	0.211481
UF_grasshopper_instantiated_rec_reverse_loop_postcondition_of_rec_reverse_loop_22_3.smt2	Unsatisfiable	0.0152	Unsatisfiable	0.015008	unsat	0.0095	0.0095	unsat	0.0346771
UF_grasshopper_instantiated_rec_reverse_loop_precondition_of_rec_reverse_loop_21_11.smt2	Unsatisfiable	0.0839	Unsatisfiable	0.846031	unsat	0.0923	0.0923	unsat	0.0575869
UF_grasshopper_instantiated_rec_reverse_postcondition_of_rec_reverse_27_2.smt2	Unsatisfiable	0.0462	Unsatisfiable	0.0457459	unsat	0.0625	0.0625	unsat	0.0466279
UF_grasshopper_instantiated_rec_reverse_postcondition_of_rec_reverse_28_1.smt2	Unsatisfiable	0.0151	Unsatisfiable	0.015759	unsat	0.0094	0.0094	unsat	0.0357909
UF_grasshopper_instantiated_rec_reverse_postcondition_of_rec_reverse_29_2.smt2	Unsatisfiable	0.0462	Unsatisfiable	0.0632711	unsat	0.0628	0.0628	unsat	0.0469351
UF_grasshopper_instantiated_rec_reverse_postcondition_of_rec_reverse_30_1.smt2	Unsatisfiable	0.0181	Unsatisfiable	0.0155651	unsat	0.0096	0.0096	unsat	0.035075
UF_grasshopper_instantiated_rec_reverse_precondition_of_rec_reverse_acc_27_9.smt2	Unsatisfiable	0.0216	Unsatisfiable	0.0223279	unsat	0.0201	0.0201	unsat	0.0415099
UF_grasshopper_instantiated_rec_reverse_precondition_of_rec_reverse_loop_29_9.smt2	Unsatisfiable	0.0212	Unsatisfiable	0.0218529	unsat	0.0201	0.0201	unsat	0.040622
UF_grasshopper_instantiated_rec_traverse_check_heap_access_15_4.smt2	Unsatisfiable	0.0196	Unsatisfiable	0.0225841	unsat	0.0176	0.0176	unsat	0.0501399
UF_grasshopper_instantiated_rec_traverse_postcondition_of_rec_traverse_16_20.smt2	Unsatisfiable	0.0516	Unsatisfiable	0.047359	unsat	0.0339	0.0339	unsat	0.043328
UF_grasshopper_instantiated_rec_traverse_precondition_of_rec_traverse_16_4.smt2	Unsatisfiable	0.0296	Unsatisfiable	0.026007	unsat	0.0191	0.0191	unsat	0.0401831
UF_grasshopper_instantiated_remove_check_free_31_6.smt2	Unsatisfiable	0.0307	Unsatisfiable	0.040463	unsat	0.1527	0.1527	unsat	0.0470111
UF_grasshopper_instantiated_remove_check_heap_access_27_4.smt2	Unsatisfiable	0.0328	Unsatisfiable	0.0296609	unsat	0.0591	0.0591	unsat	0.04405
UF_grasshopper_instantiated_remove_check_heap_access_30_6.smt2	Unsatisfiable	0.0306	Unsatisfiable	0.030453	unsat	0.0507	0.0507	unsat	0.04457
UF_grasshopper_instantiated_remove_check_heap_access_30_6_1.smt2	Unsatisfiable	0.0301	Unsatisfiable	0.0341559	unsat	0.0610	0.0610	unsat	0.0442609
UF_grasshopper_instantiated_remove_invariant_18_4.smt2	Unsatisfiable	0.0223	Unsatisfiable	0.0224351	unsat	0.0220	0.0220	unsat	0.0409129
UF_grasshopper_instantiated_remove_loop_check_heap_access_24_6.smt2	Unsatisfiable	0.0223	Unsatisfiable	0.0234999	unsat	0.0254	0.0254	unsat	0.0408741
UF_grasshopper_instantiated_remove_loop_invariant_25_5.smt2	Unsatisfiable	0.0456	Unsatisfiable	0.0560779	unsat	0.0533	0.0533	unsat	0.0463409
UF_grasshopper_instantiated_remove_postcondition_of_remove_14_4.smt2	Unsatisfiable	0.0251	Unsatisfiable	0.0226451	unsat	0.0196	0.0196	unsat	0.0410381
UF_grasshopper_instantiated_remove_postcondition_of_remove_33_4.smt2	Unsatisfiable	0.0500	Unsatisfiable	0.325919	unsat	0.4889	0.4889	unsat	0.0581059
UF_grasshopper_instantiated_remove_postcondition_of_remove_34_3.smt2	Unsatisfiable	0.0186	Unsatisfiable	0.0167059	unsat	0.0090	0.0090	unsat	0.034951
UF_grasshopper_instantiated_remove_postcondition_of_remove_46_1.smt2	Unsatisfiable	0.0152	Unsatisfiable	0.0177961	unsat	0.0095	0.0095	unsat	0.0349429
UF_grasshopper_instantiated_reverse_invariant_16_2.smt2	Unsatisfiable	0.0217	Unsatisfiable	0.024657	unsat	0.0207	0.0207	unsat	0.0411359
UF_grasshopper_instantiated_reverse_loop_check_heap_access_22_4.smt2	Unsatisfiable	0.0220	Unsatisfiable	0.0248779	unsat	0.0213	0.0213	unsat	0.0402451
UF_grasshopper_instantiated_reverse_loop_check_heap_access_23_4.smt2	Unsatisfiable	0.0254	Unsatisfiable	0.0263001	unsat	0.0246	0.0246	unsat	0.0410059
UF_grasshopper_instantiated_reverse_loop_invariant_25_3.smt2	Unsatisfiable	0.0737	Unsatisfiable	1.67611	unsat	0.1218	0.1218	unsat	0.0589901
UF_grasshopper_instantiated_reverse_postcondition_of_reverse_26_1.smt2	Unsatisfiable	0.1984	Unsatisfiable	0.0584289	unsat	0.1155	0.1155	unsat	0.0578261
UF_grasshopper_instantiated_sls_insert_postcondition_of_sls_insert_43_3.smt2	Unsatisfiable	0.0152	Unsatisfiable	0.0163391	unsat	0.0095	0.0095	unsat	0.0348911
UF_grasshopper_instantiated_split_invariant_73_2.smt2	Unsatisfiable	0.0281	Unsatisfiable	0.027289	unsat	0.0284	0.0284	unsat	0.0419861
UF_grasshopper_instantiated_split_loop_check_heap_access_76_4.smt2	Unsatisfiable	0.0263	Unsatisfiable	0.0304201	unsat	0.0294	0.0294	unsat	0.0416771
UF_grasshopper_instantiated_split_loop_check_heap_access_77_4.smt2	Unsatisfiable	0.0287	Unsatisfiable	0.0275401	unsat	0.0339	0.0339	unsat	0.0415541
UF_grasshopper_instantiated_split_loop_check_heap_access_79_6.smt2	Unsatisfiable	0.0262	Unsatisfiable	0.0238831	unsat	0.0222	0.0222	unsat	0.042672
UF_grasshopper_instantiated_split_loop_invariant_81_3.smt2	Unsatisfiable	0.2528	Unsatisfiable	0.25709	unsat	0.2321	0.2321	unsat	0.149752
UF_grasshopper_instantiated_strand_sort_postcondition_of_strand_sort_120_1.smt2	Unsatisfiable	0.0155	Unsatisfiable	0.0152361	unsat	0.0091	0.0091	unsat	0.034754
UF_grasshopper_instantiated_traverse1_invariant_15_2.smt2	Unsatisfiable	0.0219	Unsatisfiable	0.022604	unsat	0.0213	0.0213	unsat	0.0413689
UF_grasshopper_instantiated_traverse1_loop_check_heap_access_19_4.smt2	Unsatisfiable	0.0229	Unsatisfiable	0.0243699	unsat	0.0216	0.0216	unsat	0.0399951
UF_grasshopper_instantiated_traverse1_loop_invariant_20_3.smt2	Unsatisfiable	0.0473	Unsatisfiable	0.0445931	unsat	0.0429	0.0429	unsat	0.046097
UF_grasshopper_instantiated_traverse1_postcondition_of_traverse1_21_1.smt2	Unsatisfiable	0.0306	Unsatisfiable	0.0276389	unsat	0.0322	0.0322	unsat	0.0452561
UF_grasshopper_instantiated_traverse2_invariant_30_4.smt2	Unsatisfiable	0.0254	Unsatisfiable	0.023533	unsat	0.0220	0.0220	unsat	0.0407329
UF_grasshopper_instantiated_traverse2_loop_check_heap_access_34_6.smt2	Unsatisfiable	0.0254	Unsatisfiable	0.026851	unsat	0.0235	0.0235	unsat	0.0407029
UF_grasshopper_instantiated_traverse2_loop_invariant_35_5.smt2	Unsatisfiable	0.0415	Unsatisfiable	0.039741	unsat	0.0431	0.0431	unsat	0.0462129
UF_grasshopper_instantiated_traverse2_postcondition_of_traverse2_38_1.smt2	Unsatisfiable	0.1027	Unsatisfiable	0.0527851	unsat	0.0373	0.0373	unsat	0.045542
UF_grasshopper_instantiated_union_check_heap_access_40_4.smt2	Unsatisfiable	0.1250	Unsatisfiable	0.222812	unsat	0.2917	0.2917	unsat	0.0570809
UF_grasshopper_instantiated_union_postcondition_of_union_42_1.smt2	Unsatisfiable	59.2501	Unsatisfiable	61.7108	unsat	132.0200	132.0200	unsat	3.89675
UF_grasshopper_instantiated_union_postcondition_of_union_45_5.smt2	Unsatisfiable	0.0179	Unsatisfiable	0.015675	unsat	0.0096	0.0096	unsat	0.034902
UF_grasshopper_instantiated_union_precondition_of_find_37_7.smt2	Unsatisfiable	0.0292	Unsatisfiable	0.02899	unsat	0.0270	0.0270	unsat	0.042637
UF_grasshopper_instantiated_union_precondition_of_find_38_7.smt2	Unsatisfiable	0.2769	Unsatisfiable	0.374385	unsat	1.5437	1.5437	unsat	0.164146
UF_grasshopper_uninstantiated_concat_check_heap_access_23_4.smt2	Unsatisfiable	0.4004	Unsatisfiable	0.160701	unsat	0.0840	0.0840	unsat	0.0428481
UF_grasshopper_uninstantiated_concat_invariant_18_4.smt2	Unsatisfiable	0.0445	Unsatisfiable	0.052373	unsat	0.0258	0.0258	unsat	0.0411459
UF_grasshopper_uninstantiated_concat_loop_check_heap_access_21_6.smt2	Unsatisfiable	0.0375	Unsatisfiable	0.0479391	unsat	0.0316	0.0316	unsat	0.04069
UF_grasshopper_uninstantiated_concat_loop_invariant_22_5.smt2	Unsatisfiable	62.3003	Unsatisfiable	9.37571	unsat	0.3359	0.3359	unsat	0.052435
UF_grasshopper_uninstantiated_concat_postcondition_of_concat_14_4.smt2	Unsatisfiable	0.8120	Unsatisfiable	1.03312	unsat	0.0284	0.0284	unsat	0.042969
UF_grasshopper_uninstantiated_concat_postcondition_of_concat_24_4.smt2	Unsatisfiable	0.0300	Unsatisfiable	0.0334139	unsat	40.5349	40.5349	unsat	6.22036
UF_grasshopper_uninstantiated_concat_postcondition_of_concat_25_3.smt2	Unsatisfiable	0.0184	Unsatisfiable	0.0170281	unsat	0.0150	0.0150	unsat	0.0360951
UF_grasshopper_uninstantiated_concat_postcondition_of_concat_38_3.smt2	Unsatisfiable	0.0206	Unsatisfiable	0.0170109	unsat	0.0140	0.0140	unsat	0.035242
UF_grasshopper_uninstantiated_contains_postcondition_of_contains_50_1.smt2	Unsatisfiable	0.0168	Unsatisfiable	0.020158	unsat	0.0150	0.0150	unsat	0.035709
UF_grasshopper_uninstantiated_copy_invariant_16_2.smt2	Unsatisfiable	0.0437	Unsatisfiable	0.0817179	unsat	0.0277	0.0277	unsat	0.04234
UF_grasshopper_uninstantiated_copy_loop_check_heap_access_22_4.smt2	Unsatisfiable	0.0246	Unsatisfiable	0.0208179	unsat	0.0233	0.0233	unsat	0.0417489
UF_grasshopper_uninstantiated_copy_loop_check_heap_access_23_4.smt2	Unsatisfiable	0.0265	Unsatisfiable	0.0225631	unsat	0.0727	0.0727	unsat	0.044265
UF_grasshopper_uninstantiated_copy_loop_invariant_24_3.smt2	Unsatisfiable	0.0252	Unsatisfiable	0.0276411	unsat	16.1353	16.1353	unsat	38.2078
UF_grasshopper_uninstantiated_copy_postcondition_of_copy_25_2.smt2	Unsatisfiable	2.7060	Unsatisfiable	2.69436	unsat	153.4570	153.4570	starexec-unknown	1799.12
UF_grasshopper_uninstantiated_copy_postcondition_of_copy_26_1.smt2	Unsatisfiable	0.0200	Unsatisfiable	0.020874	unsat	0.0140	0.0140	unsat	0.035213
UF_grasshopper_uninstantiated_copy_postcondition_of_copy_53_3.smt2	Unsatisfiable	0.0181	Unsatisfiable	0.016864	unsat	0.0138	0.0138	unsat	0.036241
UF_grasshopper_uninstantiated_create_check_heap_access_49_4.smt2	Unsatisfiable	0.0201	Unsatisfiable	0.020589	unsat	0.0182	0.0182	unsat	0.0395209
UF_grasshopper_uninstantiated_create_postcondition_of_create_50_4.smt2	Unsatisfiable	0.0251	Unsatisfiable	0.022617	unsat	0.0607	0.0607	unsat	0.0561421
UF_grasshopper_uninstantiated_create_postcondition_of_create_51_1.smt2	Unsatisfiable	0.0175	Unsatisfiable	0.0169549	unsat	0.0143	0.0143	unsat	0.0360441
UF_grasshopper_uninstantiated_delete_postcondition_of_delete_61_1.smt2	Unsatisfiable	0.0207	Unsatisfiable	0.0171419	unsat	0.0148	0.0148	unsat	0.035354
UF_grasshopper_uninstantiated_difference_postcondition_of_difference_44_5.smt2	Unsatisfiable	0.0170	Unsatisfiable	0.0171031	unsat	0.0146	0.0146	unsat	0.0353789
UF_grasshopper_uninstantiated_dispose_invariant_13_2.smt2	Unsatisfiable	0.0190	Unsatisfiable	0.0189329	unsat	0.0166	0.0166	unsat	0.0400329
UF_grasshopper_uninstantiated_dispose_loop_check_free_19_4.smt2	Unsatisfiable	0.0242	Unsatisfiable	0.037359	unsat	0.0200	0.0200	unsat	0.0406121
UF_grasshopper_uninstantiated_dispose_loop_check_heap_access_18_4.smt2	Unsatisfiable	0.0242	Unsatisfiable	0.0340871	unsat	0.0205	0.0205	unsat	0.040441
UF_grasshopper_uninstantiated_dispose_loop_invariant_20_3.smt2	Unsatisfiable	2.2768	Unsatisfiable	1.25089	unsat	0.0246	0.0246	unsat	0.042613
UF_grasshopper_uninstantiated_dispose_postcondition_of_dispose_20_3.smt2	Unsatisfiable	0.0275	Unsatisfiable	0.024443	unsat	0.0217	0.0217	unsat	0.0406991
UF_grasshopper_uninstantiated_dl_concat_check_heap_access_23_4.smt2	Unsatisfiable	0.0243	Unsatisfiable	0.0282709	unsat	0.0183	0.0183	unsat	0.0409081
UF_grasshopper_uninstantiated_dl_concat_check_heap_access_24_4.smt2	Unsatisfiable	0.0253	Unsatisfiable	0.0270019	unsat	0.1065	0.1065	unsat	0.055914
UF_grasshopper_uninstantiated_dl_concat_postcondition_of_dl_concat_19_4.smt2	Unsatisfiable	0.8525	Unsatisfiable	0.48119	unsat	0.2677	0.2677	unsat	0.0521431
UF_grasshopper_uninstantiated_dl_concat_postcondition_of_dl_concat_21_4.smt2	Unsatisfiable	0.9495	Unsatisfiable	0.963355	unsat	0.4315	0.4315	unsat	0.0483561
UF_grasshopper_uninstantiated_dl_concat_postcondition_of_dl_concat_25_4.smt2	Unsatisfiable	0.0266	Unsatisfiable	0.026762	unsat	24.9318	24.9318	unsat	9.83408
UF_grasshopper_uninstantiated_dl_concat_postcondition_of_dl_concat_26_3.smt2	Unsatisfiable	0.0174	Unsatisfiable	0.0201829	unsat	0.0149	0.0149	unsat	0.035362
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2	Unsatisfiable	0.0494	Unsatisfiable	0.072325	unsat	0.0385	0.0385	unsat	0.045615
UF_grasshopper_uninstantiated_dl_copy_loop_check_heap_access_28_4.smt2	Unsatisfiable	0.0290	Unsatisfiable	0.0292741	unsat	0.0307	0.0307	unsat	0.0418089
UF_grasshopper_uninstantiated_dl_copy_loop_check_heap_access_29_4.smt2	Unsatisfiable	0.0284	Unsatisfiable	0.0235611	unsat	0.0445	0.0445	unsat	0.044083
UF_grasshopper_uninstantiated_dl_copy_loop_check_heap_access_31_6.smt2	Unsatisfiable	0.0270	Unsatisfiable	0.0282849	unsat	0.0326	0.0326	unsat	0.046159
UF_grasshopper_uninstantiated_dl_copy_loop_check_heap_access_35_4.smt2	Unsatisfiable	0.0335	Unsatisfiable	0.0326921	unsat	0.0678	0.0678	unsat	0.051172
UF_grasshopper_uninstantiated_dl_copy_loop_invariant_36_3.smt2	Unsatisfiable	0.0448	Unsatisfiable	0.0407669	unsat	40.2926	40.2926	unsat	138.101
UF_grasshopper_uninstantiated_dl_copy_postcondition_of_dl_copy_37_1.smt2	Unsatisfiable	2.8452	Unsatisfiable	2.91491	unsat	80.7465	80.7465	starexec-unknown	1799.12
UF_grasshopper_uninstantiated_dl_dispose_invariant_17_2.smt2	Unsatisfiable	0.0278	Unsatisfiable	0.0237389	unsat	0.0194	0.0194	unsat	0.0408931
UF_grasshopper_uninstantiated_dl_dispose_loop_check_free_22_4.smt2	Unsatisfiable	0.0338	Unsatisfiable	0.0366879	unsat	0.0224	0.0224	unsat	0.040843
UF_grasshopper_uninstantiated_dl_dispose_loop_check_heap_access_21_4.smt2	Unsatisfiable	0.0346	Unsatisfiable	0.0387071	unsat	0.0225	0.0225	unsat	0.0522631
UF_grasshopper_uninstantiated_dl_dispose_loop_invariant_23_3.smt2	Unsatisfiable	2.6905	Unsatisfiable	2.68789	unsat	0.0560	0.0560	unsat	0.0489189
UF_grasshopper_uninstantiated_dl_dispose_postcondition_of_dl_dispose_24_1.smt2	Unsatisfiable	0.0300	Unsatisfiable	0.0326681	unsat	0.0294	0.0294	unsat	0.0426259
UF_grasshopper_uninstantiated_dl_filter_invariant_19_2.smt2	Unsatisfiable	0.0377	Unsatisfiable	0.0414031	unsat	0.0279	0.0279	unsat	0.0434999
UF_grasshopper_uninstantiated_dl_filter_loop_check_free_36_6.smt2	Unsatisfiable	0.0245	Unsatisfiable	0.0232031	unsat	0.1431	0.1431	unsat	0.045163
UF_grasshopper_uninstantiated_dl_filter_loop_check_heap_access_24_4.smt2	Unsatisfiable	0.0747	Unsatisfiable	0.054647	unsat	0.0367	0.0367	unsat	0.0414831
UF_grasshopper_uninstantiated_dl_filter_loop_check_heap_access_27_8.smt2	Unsatisfiable	0.0286	Unsatisfiable	0.0291449	unsat	0.0187	0.0187	unsat	0.041243
UF_grasshopper_uninstantiated_dl_filter_loop_check_heap_access_32_8.smt2	Unsatisfiable	0.0233	Unsatisfiable	0.0233989	unsat	0.0305	0.0305	unsat	0.04329
UF_grasshopper_uninstantiated_dl_filter_loop_invariant_40_3.smt2	Unsatisfiable	0.0357	Unsatisfiable	0.0302149	unsat	40.2516	40.2516	unsat	1.7534
UF_grasshopper_uninstantiated_dl_filter_postcondition_of_dl_filter_41_1.smt2	Unsatisfiable	3.2189	Unsatisfiable	3.51463	unsat	65.8600	65.8600	starexec-unknown	1799.12
UF_grasshopper_uninstantiated_dl_insert_check_heap_access_16_4.smt2	Unsatisfiable	0.0219	Unsatisfiable	0.0207559	unsat	0.0207	0.0207	unsat	0.040921
UF_grasshopper_uninstantiated_dl_insert_check_heap_access_31_4.smt2	Unsatisfiable	2.6955	Unsatisfiable	1.26782	unsat	0.2196	0.2196	unsat	0.0606639
UF_grasshopper_uninstantiated_dl_insert_check_heap_access_32_4.smt2	Unsatisfiable	0.0339	Unsatisfiable	0.035124	unsat	0.0846	0.0846	unsat	0.053117
UF_grasshopper_uninstantiated_dl_insert_check_heap_access_34_6.smt2	Unsatisfiable	0.0333	Unsatisfiable	0.034152	unsat	0.0410	0.0410	unsat	0.0492291
UF_grasshopper_uninstantiated_dl_insert_check_heap_access_38_4.smt2	Unsatisfiable	0.0377	Unsatisfiable	0.0598731	unsat	0.8393	0.8393	unsat	1.17039
UF_grasshopper_uninstantiated_dl_insert_invariant_24_4.smt2	Unsatisfiable	0.0526	Unsatisfiable	0.0473921	unsat	0.0309	0.0309	unsat	0.04399
UF_grasshopper_uninstantiated_dl_insert_loop_check_heap_access_28_6.smt2	Unsatisfiable	0.0784	Unsatisfiable	0.0582859	unsat	0.0397	0.0397	unsat	0.0426401
UF_grasshopper_uninstantiated_dl_insert_loop_invariant_30_5.smt2	--	298.4170	Unsatisfiable	69.2587	unsat	45.8077	45.8077	starexec-unknown	1799.02
UF_grasshopper_uninstantiated_dl_insert_postcondition_of_dl_insert_17_4.smt2	Unsatisfiable	0.0782	Unsatisfiable	0.0324101	unsat	0.2982	0.2982	unsat	0.0486859
UF_grasshopper_uninstantiated_dl_insert_postcondition_of_dl_insert_39_4.smt2	Unsatisfiable	0.0528	Unsatisfiable	0.0626749	unsat	29.3929	29.3929	starexec-unknown	1799.12
UF_grasshopper_uninstantiated_dl_insert_postcondition_of_dl_insert_40_3.smt2	Unsatisfiable	0.0201	Unsatisfiable	0.0200291	unsat	0.0143	0.0143	unsat	0.0349629
UF_grasshopper_uninstantiated_dl_remove_check_free_18_4.smt2	Unsatisfiable	0.0212	Unsatisfiable	0.0210051	unsat	0.0164	0.0164	unsat	0.0395981
UF_grasshopper_uninstantiated_dl_remove_check_free_49_4.smt2	Unsatisfiable	0.0330	Unsatisfiable	0.0441859	unsat	0.2045	0.2045	unsat	0.064744
UF_grasshopper_uninstantiated_dl_remove_check_heap_access_38_4.smt2	Unsatisfiable	0.9454	Unsatisfiable	1.27597	unsat	0.0491	0.0491	unsat	0.0473421
UF_grasshopper_uninstantiated_dl_remove_check_heap_access_40_6.smt2	Unsatisfiable	0.0876	Unsatisfiable	0.0880741	unsat	0.0352	0.0352	unsat	0.0464951
UF_grasshopper_uninstantiated_dl_remove_check_heap_access_40_6_1.smt2	Unsatisfiable	1.2799	Unsatisfiable	2.11772	unsat	0.0783	0.0783	unsat	0.047681
UF_grasshopper_uninstantiated_dl_remove_check_heap_access_45_6.smt2	Unsatisfiable	0.0308	Unsatisfiable	0.0391041	unsat	0.0871	0.0871	unsat	0.050016
UF_grasshopper_uninstantiated_dl_remove_invariant_27_4.smt2	Unsatisfiable	0.0373	Unsatisfiable	0.035539	unsat	0.0277	0.0277	unsat	0.043024
UF_grasshopper_uninstantiated_dl_remove_loop_check_heap_access_33_6.smt2	Unsatisfiable	0.0770	Unsatisfiable	0.06096	unsat	0.0395	0.0395	unsat	0.041831
UF_grasshopper_uninstantiated_dl_remove_loop_invariant_35_5.smt2	--	298.3160	Unsatisfiable	69.4717	unsat	45.7879	45.7879	starexec-unknown	1799.12
UF_grasshopper_uninstantiated_dl_remove_postcondition_of_dl_remove_16_4.smt2	Unsatisfiable	0.0437	Unsatisfiable	0.035202	unsat	0.0264	0.0264	unsat	0.0420791
UF_grasshopper_uninstantiated_dl_remove_postcondition_of_dl_remove_19_4.smt2	Unsatisfiable	0.7346	Unsatisfiable	0.709625	unsat	0.1151	0.1151	unsat	0.042794
UF_grasshopper_uninstantiated_dl_remove_postcondition_of_dl_remove_50_4.smt2	Unsatisfiable	0.0412	Unsatisfiable	0.050373	unsat	20.4214	20.4214	unsat	0
UF_grasshopper_uninstantiated_dl_remove_postcondition_of_dl_remove_51_3.smt2	Unsatisfiable	0.0201	Unsatisfiable	0.0178221	unsat	0.0144	0.0144	unsat	0.0360929
UF_grasshopper_uninstantiated_dl_reverse_invariant_18_2.smt2	Unsatisfiable	0.0322	Unsatisfiable	0.049777	unsat	0.0291	0.0291	unsat	0.0435361
UF_grasshopper_uninstantiated_dl_reverse_loop_check_heap_access_24_4.smt2	Unsatisfiable	0.0421	Unsatisfiable	0.117481	unsat	0.0365	0.0365	unsat	0.0424319
UF_grasshopper_uninstantiated_dl_reverse_loop_check_heap_access_25_4.smt2	Unsatisfiable	0.0397	Unsatisfiable	0.068014	unsat	0.0407	0.0407	unsat	0.0423381
UF_grasshopper_uninstantiated_dl_reverse_loop_check_heap_access_27_4.smt2	Unsatisfiable	0.0272	Unsatisfiable	0.026475	unsat	0.0334	0.0334	unsat	0.052548
UF_grasshopper_uninstantiated_dl_reverse_loop_invariant_28_3.smt2	Unsatisfiable	0.0312	Unsatisfiable	0.029206	unsat	20.3281	20.3281	unsat	4.2076
UF_grasshopper_uninstantiated_dl_reverse_postcondition_of_dl_reverse_29_1.smt2	Unsatisfiable	2.8759	Unsatisfiable	2.91019	unsat	152.0910	152.0910	starexec-unknown	1799.02
